"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","Unknown",1,10225,"contains description",20,1,"not a 99 ending"
"biddable",1,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 1",1,10226,"contains description",98,4,"not a 99 ending"
"biddable",299.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10227,"contains description",42,2,"99 ending"
"biddable",150,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 3",1,10228,"no description",0,0,"not a 99 ending"
"not biddable",187.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10229,"no description",0,0,"99 ending"
"biddable",42,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10230,"no description",0,0,"not a 99 ending"
"biddable",399.99,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10231,"contains description",98,8,"99 ending"
"not biddable",425,"new","Cellular","Unknown","Unknown","16/32/64 GB","iPad mini3",0,10232,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10233,"no description",0,0,"99 ending"
"not biddable",339,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",1,10234,"no description",0,0,"not a 99 ending"
"not biddable",164.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 2",0,10235,"contains description",31,1,"99 ending"
"not biddable",319.95,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10236,"contains description",73,3,"not a 99 ending"
"biddable",99,"refurbished","No cellular","None","White","16/32/64 GB","iPad 2",1,10237,"no description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10238,"no description",0,0,"99 ending"
"not biddable",398.99,"used","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,10239,"contains description",8,2,"99 ending"
"biddable",55,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10240,"no description",0,0,"not a 99 ending"
"biddable",99.99,"refurbished","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",0,10241,"contains description",18,0,"99 ending"
"biddable",175,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",1,10242,"no description",0,0,"not a 99 ending"
"biddable",140,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10243,"no description",0,0,"not a 99 ending"
"not biddable",155,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10244,"contains description",100,4,"not a 99 ending"
"biddable",300,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10245,"no description",0,0,"not a 99 ending"
"biddable",400,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10246,"no description",0,0,"not a 99 ending"
"biddable",1,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,10247,"no description",0,0,"not a 99 ending"
"not biddable",89.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad mini",1,10248,"contains description",41,2,"99 ending"
"not biddable",114.94,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10249,"no description",0,0,"not a 99 ending"
"biddable",45,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10250,"no description",0,0,"not a 99 ending"
"biddable",89,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10251,"contains description",101,2,"not a 99 ending"
"not biddable",159.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,10252,"contains description",21,1,"99 ending"
"biddable",200,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10253,"no description",0,0,"not a 99 ending"
"biddable",229.97,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",0,10254,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10255,"no description",0,0,"99 ending"
"biddable",40,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10256,"no description",0,0,"not a 99 ending"
"not biddable",499.99,"new","Cellular","AT&T","Space Gray","128 GB","iPad mini",0,10257,"no description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10258,"no description",0,0,"99 ending"
"not biddable",150,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10259,"no description",0,0,"not a 99 ending"
"not biddable",334.99,"new","Unknown","Unknown","Gold","Unknown","Unknown",0,10260,"no description",0,0,"99 ending"
"biddable",250,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10261,"contains description",95,4,"not a 99 ending"
"biddable",59.95,"used","No cellular","None","White","16/32/64 GB","Unknown",1,10262,"no description",0,0,"not a 99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10263,"no description",0,0,"not a 99 ending"
"biddable",225,"refurbished","Cellular","AT&T","White","16/32/64 GB","iPad 4",0,10264,"no description",0,0,"not a 99 ending"
"biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10265,"no description",0,0,"not a 99 ending"
"not biddable",320,"used","Cellular","AT&T","Gold","16/32/64 GB","iPad Air 1/2",0,10266,"contains description",98,5,"not a 99 ending"
"not biddable",335,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10267,"no description",0,0,"not a 99 ending"
"biddable",200,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",1,10268,"no description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10269,"no description",0,0,"not a 99 ending"
"biddable",29.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10270,"no description",0,0,"99 ending"
"biddable",75,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,10271,"contains description",19,2,"not a 99 ending"
"not biddable",305,"new","Cellular","Unknown","Black","16/32/64 GB","iPad 4",1,10272,"no description",0,0,"not a 99 ending"
"biddable",150,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10273,"no description",0,0,"not a 99 ending"
"not biddable",144.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10274,"no description",0,0,"99 ending"
"biddable",78,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,10275,"contains description",95,3,"not a 99 ending"
"biddable",19.95,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10276,"no description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10277,"no description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","White","16/32/64 GB","iPad 2",1,10278,"no description",0,0,"not a 99 ending"
"not biddable",399,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,10279,"contains description",101,4,"99 ending"
"biddable",329.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,10280,"no description",0,0,"99 ending"
"biddable",0.01,"used","Cellular","Verizon","Unknown","128 GB","iPad 4",1,10281,"contains description",11,1,"not a 99 ending"
"not biddable",199.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10282,"contains description",100,3,"99 ending"
"biddable",20,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,10283,"contains description",49,1,"not a 99 ending"
"biddable",100,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10284,"no description",0,0,"not a 99 ending"
"biddable",0.01,"used","Unknown","Unknown","Unknown","Unknown","iPad 1",1,10285,"no description",0,0,"not a 99 ending"
"biddable",41,"used","Cellular","Unknown","Unknown","16/32/64 GB","Unknown",1,10286,"no description",0,0,"not a 99 ending"
"not biddable",439.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10287,"no description",0,0,"99 ending"
"biddable",74.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10288,"no description",0,0,"99 ending"
"biddable",250,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10289,"contains description",101,2,"not a 99 ending"
"biddable",50,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10290,"contains description",38,1,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,10291,"no description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10292,"no description",0,0,"99 ending"
"biddable",5,"used","Unknown","Unknown","White","16/32/64 GB","Unknown",1,10293,"no description",0,0,"not a 99 ending"
"biddable",19.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10294,"no description",0,0,"99 ending"
"biddable",50,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10295,"no description",0,0,"not a 99 ending"
"biddable",89.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10296,"no description",0,0,"99 ending"
"biddable",490,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10297,"no description",0,0,"not a 99 ending"
"biddable",99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10298,"no description",0,0,"99 ending"
"biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad 3",0,10299,"no description",0,0,"not a 99 ending"
"biddable",39.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10300,"contains description",102,1,"99 ending"
"biddable",58,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10301,"no description",0,0,"not a 99 ending"
"biddable",225,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,10302,"contains description",100,3,"not a 99 ending"
"biddable",50,"new","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10303,"contains description",36,0,"not a 99 ending"
"biddable",200,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10304,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",1,10305,"contains description",30,1,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10306,"no description",0,0,"not a 99 ending"
"biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10307,"no description",0,0,"not a 99 ending"
"not biddable",325,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10308,"no description",0,0,"not a 99 ending"
"biddable",25,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10309,"no description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10310,"contains description",99,2,"not a 99 ending"
"biddable",185,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10311,"contains description",97,2,"not a 99 ending"
"not biddable",305,"new","Cellular","Unknown","Black","16/32/64 GB","iPad 4",1,10312,"no description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10313,"no description",0,0,"99 ending"
"biddable",500,"new","Cellular","Sprint/T-Mobile","Space Gray","128 GB","iPad Air 1/2",0,10314,"no description",0,0,"not a 99 ending"
"not biddable",350,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10315,"no description",0,0,"not a 99 ending"
"not biddable",187.99,"refurbished","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",0,10316,"no description",0,0,"99 ending"
"not biddable",109.98,"refurbished","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10317,"contains description",100,6,"not a 99 ending"
"biddable",9.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10318,"contains description",99,11,"99 ending"
"not biddable",345,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",1,10319,"no description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","AT&T","White","16/32/64 GB","iPad Air 1/2",0,10320,"no description",0,0,"not a 99 ending"
"biddable",19.95,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10321,"no description",0,0,"not a 99 ending"
"biddable",5,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10322,"no description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10323,"contains description",94,3,"not a 99 ending"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10324,"no description",0,0,"not a 99 ending"
"not biddable",124,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10325,"no description",0,0,"not a 99 ending"
"biddable",125,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,10326,"no description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10327,"contains description",49,5,"99 ending"
"not biddable",80,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10328,"no description",0,0,"not a 99 ending"
"biddable",97.5,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",1,10329,"contains description",97,4,"not a 99 ending"
"biddable",0.1,"new","No cellular","None","White","16/32/64 GB","iPad 2",1,10330,"no description",0,0,"not a 99 ending"
"biddable",100,"used","Cellular","AT&T","Space Gray","128 GB","iPad Air 1/2",1,10331,"contains description",94,2,"not a 99 ending"
"not biddable",375,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",1,10332,"contains description",39,1,"not a 99 ending"
"biddable",20,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10333,"contains description",68,3,"not a 99 ending"
"biddable",99.75,"used","No cellular","None","White","16/32/64 GB","iPad 4",1,10334,"no description",0,0,"not a 99 ending"
"not biddable",250,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10335,"contains description",101,2,"not a 99 ending"
"biddable",70,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10336,"no description",0,0,"not a 99 ending"
"biddable",100,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,10337,"no description",0,0,"not a 99 ending"
"biddable",400,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10338,"no description",0,0,"not a 99 ending"
"biddable",48,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10339,"no description",0,0,"not a 99 ending"
"biddable",0.99,"refurbished","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10340,"contains description",16,15,"99 ending"
"biddable",40,"used","Unknown","Unknown","White","Unknown","Unknown",1,10341,"no description",0,0,"not a 99 ending"
"biddable",295,"used","Cellular","Verizon","Space Gray","16/32/64 GB","iPad Air 1/2",1,10342,"contains description",100,4,"not a 99 ending"
"not biddable",130,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,10343,"contains description",26,19,"not a 99 ending"
"biddable",310,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10344,"no description",0,0,"not a 99 ending"
"biddable",80,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10345,"contains description",100,2,"not a 99 ending"
"not biddable",250,"used","No cellular","None","White","16/32/64 GB","iPad mini Retina",1,10346,"contains description",49,0,"not a 99 ending"
"biddable",150,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10347,"no description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","Black","16/32/64 GB","Unknown",1,10348,"contains description",15,1,"99 ending"
"biddable",40,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",1,10349,"contains description",88,2,"not a 99 ending"
"not biddable",75,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10350,"no description",0,0,"not a 99 ending"
"biddable",140,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10351,"no description",0,0,"not a 99 ending"
